0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.641,21.526,21.531,21.552,21.43,21.448,21.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.592,21.45,21.28,21.175,21.063,21.023,21.223,21.378,21.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,21.444,21.25,20.941,20.828,20.851,20.731,20.733,20.757,20.939,21.244,21.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,21.587,21.332,20.864,20.794,20.784,20.729,20.741,20.693,20.749,20.889,20.947,21.19,21.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,21.41,20.943,20.845,20.787,20.778,20.794,20.768,20.73,20.679,20.923,20.966,21.093,21.311,21.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,21.44,21.113,20.818,20.798,20.783,20.803,20.78,20.926,20.826,20.809,20.906,20.96,21.076,21.253,21.509,21.622,21.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,21.207,20.937,20.804,20.914,20.871,20.754,20.793,20.951,20.873,20.907,20.959,20.981,21.135,21.317,21.492,21.561,21.6,21.616,21.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,21.362,21.133,21.041,20.932,20.933,20.936,20.842,20.956,20.951,20.906,20.994,21.134,21.094,21.085,21.189,21.536,21.421,21.659,21.528,21.539,21.539,21.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,21.277,21.087,21.035,20.914,21.018,21.025,20.998,21.018,20.991,21.034,21.036,21.111,21.123,21.243,21.557,21.547,21.477,21.4,21.425,21.424,21.502,21.596,21.61,21.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
