0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.365,25.521,25.558,25.488,25.44,25.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.542,25.515,25.633,25.601,25.734,25.601,25.75,25.537,25.66,25.531,25.713,25.451,24.995,25.183,25.156,25.247,25.301,25.312,25.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.467,25.579,25.798,25.708,25.654,25.702,25.681,25.676,25.585,25.676,25.601,25.579,25.713,25.601,25.397,25.403,25.36,25.365,25.414,25.365,25.424,25.387,25.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.531,25.74,25.782,25.841,25.579,25.708,25.697,25.724,25.601,25.665,25.606,25.718,25.574,25.574,25.644,25.505,25.43,25.467,25.403,25.424,25.414,25.408,25.397,25.365,25.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.718,25.761,25.894,25.868,25.782,25.82,25.729,25.82,25.75,25.702,25.718,25.579,25.638,25.67,25.686,25.782,25.59,25.531,25.505,25.408,25.419,25.456,25.494,25.547,25.349,25.285,25.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.734,25.825,25.958,26.017,25.948,25.884,25.83,25.692,25.878,25.761,25.729,25.654,25.66,25.761,25.713,25.628,25.665,25.633,25.622,25.676,25.526,25.515,25.505,25.547,25.456,25.451,25.274,25.263,25.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.729,25.91,26.044,26.033,26.107,26.118,26.006,25.996,25.836,25.836,25.836,25.846,25.777,25.782,25.761,25.713,25.681,25.793,25.654,25.595,25.676,25.558,25.606,25.547,25.478,25.44,25.542,25.381,25.36,25.397,25.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.868,26.044,26.208,26.24,26.097,26.012,26.139,26.102,26.102,26.139,25.91,25.852,25.825,25.889,25.756,25.798,25.729,25.708,25.718,25.804,25.814,25.681,25.697,25.692,25.724,25.505,25.563,25.478,25.424,25.43,25.424,25.247,25.397,25.253,25.478,25.462,25.494,25.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.894,26.155,26.107,26.182,26.129,26.272,26.139,26.134,26.15,26.075,26.081,26.028,25.958,25.937,25.868,25.846,25.74,25.734,25.75,25.756,25.852,25.745,25.772,25.686,25.66,25.66,25.585,25.585,25.467,25.499,25.483,25.387,25.478,25.467,25.472,25.649,25.67,25.66,25.633,25.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
