0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.105,26.533,27.291,26.782,27.501,26.484,26.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.583,27.093,27.858,27.637,27.637,28.104,28.006,27.772,27.402,27.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.084,27.55,27.686,27.858,28.141,28.104,28.03,27.932,27.76,27.772,27.723,27.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.171,25.921,27.055,26.446,26.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.204,27.451,27.55,28.202,28.165,28.165,28.165,28.018,27.883,27.772,27.735,27.612,27.587,27.328,0.0,0.0,0.0,0.0,26.421,26.421,27.476,27.303,27.229,27.031,27.031,27.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.757,27.204,28.349,28.349,28.325,28.264,28.227,28.141,28.006,27.883,27.747,27.674,27.674,27.563,27.575,27.365,0.0,26.459,26.259,27.772,27.686,27.735,27.526,27.365,27.241,27.278,27.328,26.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.772,28.116,28.374,28.398,28.313,28.276,28.251,28.141,28.141,28.006,27.883,27.711,27.612,27.513,27.501,27.377,27.018,27.55,27.661,27.846,27.846,27.735,27.439,27.316,27.353,27.39,27.489,27.39,26.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.241,28.129,28.251,28.288,28.325,28.337,28.374,28.349,28.251,28.116,28.006,27.871,27.698,27.587,27.612,27.501,27.476,27.489,27.55,27.797,27.846,27.735,27.624,27.612,27.513,27.55,27.476,27.624,27.489,27.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.957,28.214,28.19,28.251,28.3,28.337,28.423,28.386,28.214,28.092,28.043,27.957,27.784,27.698,27.637,27.538,27.476,27.674,27.735,27.797,27.772,27.747,27.686,27.637,27.587,27.686,27.637,27.846,27.846,27.723,27.711,26.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.055,28.19,28.214,28.227,28.251,28.313,28.374,28.423,28.447,28.313,28.165,27.969,27.871,27.723,27.698,27.637,27.649,27.624,27.698,27.772,27.809,27.784,27.76,27.686,27.711,27.711,27.698,27.858,27.858,28.129,28.043,28.043,27.637,27.612,27.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
