0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.695,35.226,35.325,35.243,35.638,35.354,35.237,34.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.385,35.237,35.615,35.725,35.731,35.777,35.725,35.638,35.673,35.569,35.447,35.226,34.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.777,35.389,35.551,35.656,35.76,35.847,35.795,35.679,35.829,35.69,35.528,35.505,35.342,35.226,34.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.226,35.057,35.406,35.615,35.69,35.714,35.876,35.91,35.795,35.76,35.603,35.65,35.58,35.412,35.499,35.342,35.278,34.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.496,35.016,35.22,35.476,35.702,35.696,35.685,35.754,35.754,35.76,35.719,35.621,35.586,35.516,35.644,35.522,35.54,35.336,35.29,33.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.443,34.899,35.109,35.232,35.284,35.534,35.563,35.551,35.8,35.679,35.719,35.656,35.656,35.621,35.522,35.557,35.609,35.574,35.58,35.569,35.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.215,34.578,34.935,35.208,35.29,35.354,35.476,35.54,35.656,35.754,35.69,35.685,35.592,35.627,35.615,35.615,35.609,35.551,35.69,35.702,35.754,35.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.232,34.566,34.864,34.952,35.034,35.307,35.272,35.418,35.424,35.511,35.65,35.58,35.4,35.551,35.394,35.354,35.418,35.563,35.65,35.679,35.91,35.91,35.609,34.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.903,34.473,34.52,34.66,34.917,35.162,35.232,35.424,35.54,35.505,35.453,35.516,35.656,35.551,35.383,35.389,35.348,35.586,35.644,35.777,36.09,36.038,35.8,35.424,34.987,34.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.933,34.32,34.402,34.648,34.946,34.882,35.179,35.377,35.336,35.516,35.65,35.534,35.551,35.522,35.476,35.36,35.499,35.296,35.54,35.69,36.072,36.113,35.772,35.598,35.325,35.383,35.325,35.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.496,34.097,34.49,34.561,34.73,35.022,35.028,35.104,35.121,35.418,35.586,35.667,35.743,35.487,35.522,35.307,35.348,35.331,35.412,35.702,36.009,36.194,36.043,35.685,35.383,35.377,35.371,35.197,35.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.038,34.367,34.467,34.631,34.666,34.876,35.022,35.173,35.255,35.371,35.702,35.731,35.673,35.69,35.621,35.389,35.249,35.476,35.435,35.748,36.119,36.009,35.743,35.673,35.4,35.406,35.331,35.354,35.098,34.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.549,34.197,34.361,34.461,34.707,34.894,34.935,34.952,35.371,35.325,35.336,35.644,35.627,35.743,35.667,35.458,35.331,35.278,35.418,35.609,35.91,36.199,35.934,35.76,35.4,35.458,35.342,35.342,35.354,35.104,35.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.903,34.379,34.496,34.59,34.642,34.829,34.981,35.028,35.325,35.435,35.505,35.621,35.598,35.69,35.563,35.453,35.482,35.342,35.418,35.679,36.055,36.119,35.743,35.696,35.534,35.435,35.36,35.365,35.348,35.197,35.092,34.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.827,34.203,34.561,34.514,34.695,34.648,34.847,35.045,35.173,35.47,35.301,35.516,35.603,35.528,35.569,35.441,35.424,35.261,35.406,35.638,35.772,36.153,35.98,35.609,35.574,35.627,35.458,35.522,35.406,35.36,35.267,35.115,34.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.591,34.678,34.707,34.783,34.66,34.771,34.864,35.08,35.243,35.441,35.476,35.493,35.424,35.412,35.354,35.499,35.441,35.499,35.551,35.76,36.043,36.153,36.049,35.737,35.545,35.487,35.447,35.418,35.377,35.331,35.162,35.144,35.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.097,34.666,34.806,34.701,34.748,34.777,35.045,35.232,35.441,35.522,35.598,35.516,35.511,35.4,35.528,35.511,35.58,35.435,35.493,35.934,36.211,36.269,36.026,35.65,35.487,35.429,35.482,35.412,35.435,35.313,35.15,35.203,35.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.384,34.578,34.975,34.835,34.835,34.888,35.01,35.144,35.331,35.441,35.429,35.487,35.348,35.458,35.348,35.389,35.424,35.464,35.464,35.563,36.026,36.447,36.222,36.067,35.661,35.731,35.586,35.389,35.429,35.424,35.371,35.458,35.69,35.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.238,34.777,34.905,34.876,35.004,35.069,35.098,35.243,35.296,35.394,35.458,35.453,35.331,35.354,35.237,35.441,35.534,35.464,35.702,35.8,36.349,36.763,36.436,36.263,35.789,35.725,35.586,35.609,35.447,35.569,35.824,35.853,35.818,35.853,34.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.295,34.678,34.981,34.935,35.016,34.964,35.063,35.191,35.319,35.429,35.424,35.458,35.243,35.371,35.249,35.383,35.487,35.394,35.563,35.795,35.939,36.58,36.832,36.568,36.367,36.176,35.963,35.777,35.893,35.945,35.939,35.841,35.661,35.569,35.464,35.36,35.185,33.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
