0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.317,33.093,33.412,33.173,33.407,0.0,0.0,0.0,0.0,0.0,0.0,33.412,33.187,31.848,32.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.402,33.302,33.556,33.501,33.586,33.641,33.641,33.745,33.606,33.347,0.0,33.601,33.536,33.412,34.008,33.606,33.715,33.715,33.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.893,33.173,33.606,33.551,33.591,33.511,33.621,33.626,33.695,33.745,33.834,33.854,33.571,33.601,34.176,34.176,34.126,34.082,33.884,33.78,33.511,33.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.247,33.317,32.888,33.526,32.873,32.978,32.361,33.546,33.581,33.626,33.844,33.685,33.601,33.546,33.621,33.66,33.67,33.75,33.75,34.037,34.171,34.26,34.24,34.275,34.102,34.102,33.884,33.879,33.918,33.948,33.819,33.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.058,33.262,33.247,33.501,33.561,33.65,33.476,33.611,33.476,33.546,33.928,33.928,33.854,33.809,33.7,33.705,33.705,33.646,33.611,33.72,33.834,34.037,34.467,34.452,34.275,34.29,34.201,33.963,34.136,33.814,33.854,33.829,33.765,33.476,33.486,33.068,32.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.863,33.287,33.501,33.457,33.501,33.621,33.596,33.501,33.611,33.476,33.7,34.003,34.003,34.206,34.092,33.874,33.789,33.601,33.789,33.65,33.909,34.077,34.201,34.467,34.62,34.378,34.265,34.201,34.008,33.933,33.889,33.879,33.745,33.874,33.874,33.745,33.775,33.953,33.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.968,33.322,33.287,33.476,33.496,33.412,33.466,33.481,33.471,33.471,33.611,33.561,33.958,34.176,34.206,34.052,33.963,33.735,33.73,33.933,33.814,33.765,34.181,34.299,34.704,34.556,34.522,34.27,34.245,34.077,34.077,33.943,33.794,33.715,33.879,33.814,33.75,33.958,33.988,33.69,32.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.252,33.402,33.412,33.282,33.282,33.317,33.377,33.466,33.481,33.496,33.511,33.546,34.042,34.26,34.24,34.413,34.082,34.206,33.988,33.933,34.042,34.136,34.452,34.546,34.783,34.679,34.679,34.522,34.314,34.206,34.057,34.022,33.849,33.913,33.819,33.864,34.013,34.013,34.062,34.087,33.899,33.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.241,33.013,33.327,33.292,33.377,33.267,33.262,33.372,33.297,33.501,33.606,33.491,33.501,33.566,34.215,34.334,34.378,34.364,34.507,34.304,34.235,34.512,34.512,34.783,34.792,34.901,34.827,34.62,34.507,34.369,34.324,34.161,34.022,34.037,34.027,34.181,34.077,34.27,34.339,34.255,34.176,34.022,33.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
