0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.418,34.768,34.733,34.842,34.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.349,34.448,34.517,34.61,34.482,34.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.497,34.861,34.896,35.058,35.028,35.009,35.068,34.694,34.684,34.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.482,34.482,34.581,34.6,34.704,34.546,34.63,34.655,34.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.814,34.6,35.023,34.999,35.082,35.126,35.112,35.087,35.082,35.004,34.778,34.837,34.65,0.0,0.0,0.0,0.0,0.0,33.958,34.586,34.62,34.709,34.733,34.699,34.724,34.709,34.655,34.778,34.783,34.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.804,34.669,35.224,35.18,35.21,35.126,35.2,35.161,35.19,35.136,35.146,35.023,34.925,34.832,34.669,0.0,0.0,0.0,0.0,34.037,34.625,34.62,34.655,34.802,34.724,34.704,34.812,34.748,34.768,34.66,34.571,34.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.372,34.65,34.984,35.171,35.131,35.234,35.288,35.185,35.171,35.146,35.224,35.107,35.077,34.881,34.91,34.905,34.704,0.0,0.0,0.0,34.057,34.684,34.851,34.812,34.955,34.974,34.738,34.984,34.856,34.905,34.778,34.709,34.586,34.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.567,34.457,34.945,35.077,35.2,35.234,35.171,35.298,35.166,35.224,35.229,35.19,35.146,35.082,35.028,35.018,34.842,34.871,34.512,0.0,0.0,33.889,34.768,34.783,34.994,34.969,34.945,34.92,34.974,34.994,34.955,34.856,34.556,34.551,34.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.799,34.837,35.038,35.117,35.18,35.269,35.259,35.185,35.278,35.401,35.425,35.303,35.097,35.146,35.082,35.107,34.905,34.945,34.763,31.691,0.0,33.457,34.758,34.915,35.009,34.979,34.979,34.905,34.881,34.955,34.901,34.822,34.591,34.591,34.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.093,34.541,35.068,35.107,35.161,35.19,35.121,35.244,35.254,35.376,35.415,35.391,35.347,35.2,35.2,35.22,35.107,34.994,34.974,34.851,33.471,30.747,32.848,34.758,35.038,34.999,34.901,34.999,34.979,34.817,34.856,34.797,34.792,34.595,34.743,34.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.983,34.773,35.087,35.112,35.082,35.224,35.175,35.371,35.278,35.318,35.445,35.455,35.352,35.332,35.357,35.215,35.19,35.141,35.092,34.896,34.743,32.11,33.028,34.655,35.126,35.023,35.082,34.94,35.043,34.866,34.881,34.871,34.787,34.694,34.591,33.928,33.958,34.487,34.714,34.512,34.724,34.748,34.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
